user_id	timestamp	action_type	poi_id	geographic_id	administrative_region_id	weather	travel_mode	via_poi_id
3	2994447215	2	1827327	29309246	3246	14	4	
3	2994467000	1	76701	29309246	3246	14		
3	3259355397	2	5604500	39156308	1709	9	4	
3	3261601582	3	4643261	6792870	835	9	4	
3	3693085452	2	2750824	4397182	2422	9	4	
3	3696434041	3	3528005	21592202	2422	9	4	
3	3777256480	2	461022	14052276	1709	14	4	
3	4906455642	3	4816935	39060116	2974	9	4	
3	4968318684	2	6758418	33481729	2774	9	4	
3	4985275103	2	4426094	4111869	835	2	4	
3	5244044426	2	4143404	45884397	2974	14	4	
3	5251199898	2	4643261	49444631	1709	20	4	
3	6016764722	2	2146612	1888542	2974	14	4	
3	6166569519	2	6134985	42779502	203	20	4	
3	6171269332	2	5259548	21071385	835	20	4	
3	6171276985	2	5259548	21071385	835	20	4	
3	6368006201	2	5969118	23372841	1709	14	4	
3	6371744926	2	2602646	4111869	835	14	4	
3	6378941000	1	4816935	49609370	835	14		
3	6438179000	1	7079559	45884397	2974	14		
3	6856134208	3	7164864	45884397	2974	9	4	
4	943192000	1	5225675	47420547	1826	6		
4	943330000	2	5225675	30003564	1826	6		
4	1437525000	1	123895	31507382	174	14		
4	1437528000	2	123895	31507382	174	14	2	
4	2504016000	1	7129932	9669545	1826	14		
4	2504020000	2	7129932	9669545	1826	14	2	
4	2573336000	1	7129932	9669545	1826	14		
4	2573342000	2	7129932	47420547	1826	14	2	
4	3163373147	2	5529266	26459559	1826	14	1	
4	3187191000	1	6180616	5606961	1826	14		
4	3189965000	1	5400782	47420547	1826	14		
4	3190003000	2	5400782	47420547	1826	14	2	
4	3190471000	2	1597516	47420547	1826	14	2	
4	3190473000	2	1597516	40108568	432	14	2	
4	3190596000	2	297320	9669545	1826	14	2	
4	3190602000	2	297320	40108568	432	14	2	
4	3190637000	1	1597516	9669545	1826	14		
4	3190641000	2	1597516	9669545	1826	14	2	
4	3190647000	2	1597516	40108568	432	14	2	
4	3397446000	1	6748802	4275165	1826	14		
4	3397449000	2	6748802	4275165	1826	14	2	
4	3397527000	2	2766076	9669545	1826	14	2	
4	4068115387	0	6197694	47420547	1826	2		
4	4208773000	1	378849	47420547	1826	13		
4	4471084581	2	6007499	47420547	1826	9	1	
4	4471091864	2	6007499	47420547	1826	9	4	
4	4471092022	2	6007499	47420547	1826	9	4	
4	4482306000	1	725856	47420547	1826	9		
4	4482343502	2	725856	47420547	1826	9	0	
4	4816652000	1	4082956	47420547	1826	2		
4	4816655000	2	4082956	47420547	1826	2	2	
4	4816823000	1	4082956	47420547	1826	2		
4	4881655359	0	5848126	19859471	174	9		
4	5151424000	1	737393	47420547	1826	9		
4	5151437000	2	737393	47420547	1826	9	2	
4	5158215946	0	5301871	45066763	1392	9		
4	5158216000	1	5301871	45066763	1392	9		
4	5158218000	2	5301871	45066763	1392	9	2	
4	5339987000	1	4988023	5606961	1826	14		
4	5339990000	2	4988023	5606961	1826	14	2	
4	5419164000	2	3501334	47420547	1826	9	2	
4	5472699000	2	3501334	47420547	1826	9	2	
4	5473538000	1	3501334	43668491	1826	9		
4	5473939000	1	3501334	48861363	433	9		
4	5473942227	2	3501334	48861363	433	9	0	
4	5862419000	1	609643	9669545	1826	9		
4	5862441000	2	609643	9669545	1826	9	2	
4	5920626000	1	2799090	11674256	433	2		
4	6076663316	2	3501334	26459559	1826	9	4	
4	6392027437	2	1957384	47420547	1826	9	4	
5	5582291000	2	855248	42592494	359	1	5	
5	5582297010	6	855248	42592494	359	1	5	
5	5595545000	2	3931830	42592494	359	5	2	
5	5595561000	1	6788227	42592494	359	5		
5	5595571000	2	6788227	42592494	359	5	2	
5	5595581000	2	6788227	42592494	359	5	5	
5	5595591648	2	6788227	42592494	359	5	4	
6	7211076000	1	115699	49805228	2170	14		
6	7211169980	2	115699	49805228	2170	14	1	
6	7211284488	2	115699	49805228	2170	14	4	
6	7211285000	1	115699	49805228	2170	14		
6	7331910000	1	6119341	49805228	2170	14		
6	7331930000	2	6119341	49805228	2170	14	2	
6	7331938067	2	6119341	49805228	2170	14	0	
6	7331960000	2	6119341	49805228	2170	14	2	
7	2629371000	1	153544	35189931	1812	9		
7	2630951000	1	153544	44835511	1812	9		
7	2636231000	1	6936117	21719177	359	14		
7	2636248000	2	6936117	21719177	359	14	5	
7	3317305000	2	153544	30464779	1812	9	5	
7	3318780000	2	153544	30464779	1812	9	5	
7	3319347000	2	153544	30464779	1812	9	5	
7	3320681023	2	6936117	39571872	1378	9	4	
7	3501246000	2	4355787	30464779	1812	9	5	
7	3502078000	1	4355787	30464779	1812	9		
7	5597967000	2	4688738	30464779	1812	7	5	
8	2640711893	2	7155969	12217596	1551	9	4	
8	2640712313	2	7155969	12217596	1551	9	4	
8	2640726656	2	7155969	12217596	1551	9	1	
8	3709591000	1	2087407	23924760	2166	9		
8	3711031000	1	2087407	23924760	2166	2		
8	3711265000	1	2087407	23924760	2166	2		
8	4970119965	2	3127581	48850042	1370	2	1	
8	5476090622	0	1658064	23924760	2166	9		
9	38976000	1	3308714	2020034	2941	2		
9	803238450	2	7211738	6001541	2872	14	4	
9	803309588	2	7211738	6001541	2872	14	4	
9	880767000	1	3490986	6001541	2872	6		
9	880806136	2	3490986	6001541	2872	6	4	
9	880807136	3	3490986	6001541	2872	6	4	
9	3056666908	2	3975907	6001541	2872	19	4	
9	6108991000	1	2667341	28524589	297	9		
9	6126091000	1	3049466	37726967	2941	9		
9	6128251000	1	3049466	27056340	2941	9		
9	6709500000	1	7211738	6001541	2872	9		
9	6766665000	1	7211738	6001541	2872	2		
9	7556517000	1	3049466	34809110	1497	14		
9	7556875000	1	6112162	39545744	1497	14		
9	7557521000	1	3049466	34809110	1497	14		
10	302487000	1	6155056	40954138	3271	14		
10	302493743	2	6155056	40954138	3271	14	4	
10	309858000	1	6278598	51859460	3271	2		
10	309861845	2	6278598	51859460	3271	2	4	
10	309862845	3	6278598	51859460	3271	2	4	
10	325082000	1	6278598	29787024	3271	2		
10	325086661	2	6278598	29787024	3271	2	4	
10	1262408000	1	1379047	46846052	917	9		
10	1262411576	2	1379047	46846052	917	9	4	
10	1262412576	3	1379047	46846052	917	9	4	
10	5406759000	1	3728035	15704089	1519	14		
10	5407520863	2	1049486	15704089	1519	14	4	
10	5407521863	3	1049486	15704089	1519	14	4	
10	5409627000	1	1379047	35048133	917	14		
10	5409629881	2	1379047	35048133	917	14	4	
10	5409630881	3	1379047	35048133	917	14	4	
11	60569369	2	4722760	51698336	2847	9	4	
11	147250924	3	809087	38744627	2847	9	4	
11	207041962	2	4722760	11112016	2847	2	4	
11	243792185	3	3882836	2238710	2089	14	4	
11	294837737	2	4722760	33002679	2847	2	4	
11	667783761	2	809087	15704089	1519	6	4	
11	736601285	2	4722760	11369328	2847	14	4	
11	744466614	2	809087	21009756	2847	19	4	
11	1151269987	2	809087	13008012	2847	9	4	
11	1266979287	2	4722760	44861787	2847	9	4	
11	1338100865	2	809087	19673227	1519	2	4	
11	1346287639	2	4722760	41802048	1519	9	4	
11	1434851913	2	4722760	11112016	2847	14	4	
11	1448877652	2	4722760	11112016	2847	19	4	
11	1670264858	2	809087	13008012	2847	19	4	
11	1768703539	2	809087	33936349	937	14	4	
11	1770086951	2	4722760	47308118	2778	14	4	
11	1852685242	2	809087	20082782	1519	14	4	
11	1964163613	2	4722760	50085333	2847	14	4	
11	2024803917	2	5927918	50085333	2847	19	4	
11	2188600657	2	809087	21009756	2847	19	4	
11	2188960923	2	4722760	50085333	2847	19	4	
11	2809132202	2	809087	52691893	2847	14	4	
11	2927183007	3	4420881	50085333	2847	9	4	
11	3154969114	2	809087	51698336	2847	9	4	
11	3162471265	2	4722760	50085333	2847	9	4	
11	3222519632	2	4722760	7504732	2847	19	4	
11	3271484115	2	4722760	50085333	2847	2	4	
11	3606048481	2	4722760	342021	2847	9	4	
11	3830571653	2	4722760	39990002	2847	19	4	
11	3844402831	2	809087	11112016	2847	9	4	
11	4003065738	2	4722760	342021	2847	19	4	
11	4006671122	2	809087	21009756	2847	20	4	
11	4038359689	2	4722760	50085333	2847	9	4	
11	4369481600	2	809087	11180893	213	9	4	
11	4468868362	2	4722760	50085333	2847	9	4	
11	4472966660	2	809087	7504732	2847	9	4	
11	4952284731	2	4722760	342021	2847	2	4	
11	4964177686	3	7121360	23089944	2847	14	4	
11	5306042028	2	4722760	50085333	2847	9	4	
11	5427376124	2	809087	37944909	2847	14	4	
11	5502977193	2	809087	13008012	2847	2	4	
11	5846825020	2	809087	9996760	2847	2	4	
11	6082050620	2	4722760	11180893	213	19	4	
11	6179704215	2	809087	3347123	2778	9	4	
11	6453549980	2	809087	2140368	1519	14	4	
11	6516830818	2	4722760	39368931	1519	14	4	
11	6767819031	2	809087	21009756	2847	9	4	
11	7329316960	2	809087	39990002	2847	2	4	
11	7761419639	2	809087	13008012	2847	9	4	
12	63050882	3	1310801	50383407	432	2	4	
12	737204679	2	2708493	50383407	432	14	4	
12	773615246	3	1310801	4015580	174	9	4	
12	1682426718	2	3768412	10410934	1826	9	4	
12	2104669105	2	6859047	29098514	432	9	4	
12	2135510685	3	453068	4979162	1826	9	4	
12	2272239984	2	4275908	10410934	1826	9	4	
12	2636347980	3	4316548	3668306	297	2	4	
12	2657565789	3	1310801	40989388	297	9	4	
12	2885049485	2	1534613	50383407	432	2	4	
12	2889167098	2	3768412	3982694	174	2	4	
12	2889168098	3	3768412	3982694	174	2	4	
12	2893446743	3	6007976	3982694	174	14	4	
12	2910944978	2	4275908	34300822	432	9	4	
12	2910945978	3	4275908	34300822	432	9	4	
12	3318949142	2	1641962	47574028	1826	9	4	
12	3319024605	2	1641962	10410934	1826	9	4	
12	3319225031	2	4625399	10410934	1826	9	4	
12	3431348000	2	3210122	10410934	1826	9	2	
12	3431506416	2	3210122	10410934	1826	9	4	
12	3481624010	6	4275908	10410934	1826	2	5	
12	3954692923	2	4275908	29985008	432	9	4	
12	4349507478	3	4613147	16705345	1826	9	4	
12	4567056769	2	3007827	50383407	432	9	4	
12	4863680911	2	4275908	10410934	1826	9	4	
12	4863739010	6	4275908	10410934	1826	9	5	
12	4999532360	2	3878815	10410934	1826	9	4	
12	5099389000	2	4275908	10410934	1826	14	2	
12	5125226010	6	4275908	10410934	1826	9	5	
12	5344650728	2	4275908	10410934	1826	2	4	
12	5344690000	2	4275908	47574028	1826	2	2	
12	5344705000	2	4625399	25208102	432	2	2	
12	5737563000	2	3481101	10410934	1826	9	5	
12	5749691436	2	3481101	16235728	174	9	4	
12	5751666560	2	3481101	16235728	174	9	1	
12	5769548526	4	5832536	16235728	174	9		
12	5774811122	2	1310801	12974119	174	9	4	
12	6111505000	2	4275908	3468682	432	9	5	
12	6127484000	2	1491622	25208102	432	9	5	
12	6166223180	2	1491622	9669545	1826	2	4	
12	6166303414	2	1491622	9669545	1826	2	4	
12	6533848000	1	333890	50075564	432	14		
12	6533854704	4	333890	50075564	432	14		
12	6533906376	4	333890	50075564	432	14		
12	6543305415	2	4625399	50279590	1826	14	4	
12	6723018418	2	3049727	50383407	432	9	4	
12	7136429399	2	3671803	50383407	432	2	4	
12	7139889439	2	3049727	30322470	1826	2	1	
12	7500043468	2	1896420	50383407	432	17	4	
12	7553665837	2	4882405	45025136	432	14	1	
13	898439828	2	6098810	40600420	3263	9	4	
13	898448649	2	6098810	40600420	3263	9	1	
13	899839347	2	6098810	40600420	3263	9	1	
13	899846314	2	6098810	40600420	3263	9	4	
13	899847314	3	6098810	40600420	3263	9	4	
13	1706689000	1	3422158	28174498	3263	2		
13	2017908000	1	2473018	28174498	3263	14		
13	2022537000	1	2473018	28174498	3263	14		
13	2022584000	1	7148865	28174498	3263	14		
13	2108785000	1	2473018	3188155	3263	14		
13	2108797267	3	2473018	3188155	3263	14	4	
13	2112968000	1	2473018	44822982	1881	14		
13	2112969960	2	2473018	44822982	1881	14	4	
13	2123991000	1	4365953	9913167	1881	2		
13	2123993040	2	4365953	9913167	1881	2	4	
13	2126819440	2	3592368	19520635	3263	14	4	
13	2127050000	1	4365953	19520635	3263	14		
13	2127054251	3	4365953	19520635	3263	14	4	
14	898936591	2	1944462	40202087	3161	14	4	
14	900507702	3	1944462	9867831	2170	14	4	
14	900866000	1	1944462	29678359	2170	14		
14	923923000	1	3078023	29678359	2170	14		
14	923926989	2	3078023	29678359	2170	14	4	
14	923950510	2	6156851	29678359	2170	14	4	
14	923951510	3	6156851	29678359	2170	14	4	
14	4739251000	1	1021465	40202087	3161	14		
14	4739256000	2	1021465	40202087	3161	14	2	
14	5683109000	1	6083180	3632466	1783	2		
14	5683281000	2	6083180	3632466	1783	14	2	
14	7060271000	1	3071791	40202087	3161	2		
14	7060273651	2	3071791	40202087	3161	2	4	
14	7060274651	3	3071791	40202087	3161	2	4	
15	3434508459	3	3887716	1379627	245	2		
15	4019100199	2	3887716	8674901	2820	9		
15	4019101199	3	3887716	8674901	2820	9		
15	4019823802	2	3887716	21386801	2820	9		
15	4019824802	3	3887716	21386801	2820	9		
15	5418843196	2	3887716	52396750	3161	14		
15	5467757270	2	2188485	27692185	2820	9		
15	5467758270	3	2188485	27692185	2820	9		
15	5494001949	2	3887716	8674901	2820	9		
15	5494002949	3	3887716	8674901	2820	9		
15	5496573542	2	3887716	6160936	1762	9		
15	5496574542	3	3887716	6160936	1762	9		
15	5836112290	2	3887716	1379627	245	9		
15	5897868068	2	2188485	27692185	2820	2		
15	5897869068	3	2188485	27692185	2820	2		
15	5920892189	2	3887716	8674901	2820	9		
15	5920893189	3	3887716	8674901	2820	9		
15	5923527881	2	3887716	46501348	1762	9		
15	5923528881	3	3887716	46501348	1762	9		
16	3081837686	2	3614418	23404698	174	2	4	
17	323006060	3	4567170	41068055	836	2	4	
17	927746663	3	4567170	41068055	836	2	4	
17	929807789	3	5472819	21620129	836	9	4	
17	1289249000	2	5472819	43128524	836	14	5	
17	1289261010	6	5472819	43128524	836	14	5	
17	1356555926	2	4567170	35133798	836	2	4	
17	1856934000	1	5338647	7367853	836	14		
17	2566780395	3	4567170	35133798	836	14	4	
17	2569364381	2	5472819	21620129	836	14	4	
17	2740350399	2	4567170	35133798	836	9	4	
17	2740351399	3	4567170	35133798	836	9	4	
17	2950699000	1	2832056	41068055	836	9		
17	3171465114	2	4567170	35133798	836	2	4	
17	3269312010	6	5472819	12411928	836	9	5	
17	3347538597	2	4567170	26846176	836	9	4	
17	3532900000	2	5825595	25232720	357	14	2	
17	3532924000	2	5825595	15887882	1881	14	2	
17	3533065000	2	5825595	12212497	1260	6	2	
17	3609105000	2	4460219	41068055	836	2	2	
17	3630940000	2	4460219	41068055	836	2	5	
17	3653658000	2	4460219	41068055	836	2	5	
17	3668736000	2	5825595	12212497	1260	2	5	
17	4467653862	2	1242702	35133798	836	9	4	
17	4522056010	6	1242702	41068055	836	13	5	
17	4548158000	2	5472819	37101276	1752	14	5	
17	4557348921	3	4567170	41068055	836	14	4	
17	4649917397	3	5472819	15788010	836	9	4	
17	4730305584	2	4567170	41068055	836	14	4	
17	4743099310	2	3574679	41068055	836	9	4	
17	4905125794	2	3574679	35133798	836	2	1	
17	5127057429	2	1242702	41068055	836	9	4	
17	5127071000	2	1242702	41068055	836	9	5	
17	5154292000	2	5472819	37101276	1752	2	5	
17	5154305010	6	5472819	37101276	1752	2	5	
17	5164689556	2	5472819	147983	836	2	4	
17	5589078492	3	4567170	41068055	836	9	4	
17	5767425075	2	4567170	41068055	836	2	4	
17	5770607514	2	5472819	23510491	836	2	4	
17	6095966439	2	3200319	35133798	836	9	4	
17	6113816703	2	3200319	35133798	836	2	4	
17	6113817703	3	3200319	35133798	836	2	4	
17	6371922677	3	4567170	41068055	836	2	4	
17	6800066397	3	4567170	180921	836	14	4	
17	6969621763	2	5472819	21620129	836	2	4	
17	6973477786	2	5351710	41068055	836	2	4	
17	6974481000	1	5351710	41068055	836	2		
17	6974857000	3	5351710	41068055	836	2	2	
17	6977272053	3	5351710	7746224	836	2	1	
17	7494722722	2	4567170	39174125	836	9	4	
17	7496896220	3	5472819	147983	836	9	4	
18	2993372000	1	150949	46762142	547	14		
18	2993421000	1	2114004	46762142	547	14		
18	3002522000	1	150949	33784117	547	14		
18	3693600000	1	2114004	33784117	547	9		
18	3864835000	1	2114004	19015525	547	2		
19	3254192646	2	2603727	707070	1370	2	4	
19	3254206000	2	2603727	27387307	1370	2	5	
19	3254259000	2	2603727	29439166	1950	2	5	
20	2322498497	2	5605406	6019624	3263	6	1	
20	2322959034	2	5605406	6019624	3263	14	1	
21	394261030	2	1843652	51426389	2883	2	1	
21	394320000	1	1843652	51426389	2883	2		
21	394322562	2	1843652	51426389	2883	2	1	
21	394945085	3	1843652	3790271	2883	9	1	
21	395934759	2	314463	3790271	2883	9	1	
21	396093235	2	2587849	3790271	2883	9	4	
21	402688806	2	2587849	3790271	2883	2	4	
21	651594359	2	314463	33060040	2229	14	4	
21	654614519	2	314463	30504372	805	2	4	
21	655294230	2	314463	38362445	805	2	4	
21	655733000	2	2256478	17343729	2170	14	2	
21	656358130	2	314463	7257183	2170	14	4	
22	239260000	2	4168587	12057630	1534	9	2	
22	245930411	3	5082877	24906450	1497	2	1	
22	246983510	2	3046763	17686550	1497	2	1	
22	247390022	2	901486	2928150	1497	2	1	
22	314415000	2	6112162	2928150	1497	14	2	
22	668967077	3	2723502	47235012	1127	14	1	
22	719593000	2	5635568	47235012	1127	14	2	
22	723461297	2	5635568	27406522	3142	14	1	
22	741463000	2	7055210	27406522	3142	6	2	
22	750036000	2	6030410	47235012	1127	14	2	
22	818136195	3	746356	27338191	3257	14	1	
22	833018000	2	6030410	27338191	3257	6	2	
22	833077000	2	6030410	27338191	3257	6	2	
22	834368197	3	111712	27338191	3257	6	1	
22	835627000	2	7221118	27338191	3257	6	2	
22	836839412	2	6762443	29662587	3257	6	1	
22	886386000	1	1346587	29662587	3257	0		
22	887295000	2	412022	29662587	3257	0	2	
22	889428000	2	1346587	40444565	3142	6	2	
22	891090000	2	412022	16065835	2199	6	2	
22	1341111000	1	984372	12659535	1195	14		
22	1354610000	1	2739948	19051726	1593	14		
22	1598208000	1	7042407	1235458	1562	2		
22	1598226000	1	370905	1235458	1562	2		
22	2027629000	1	6225880	52648698	2365	14		
22	2027636000	3	6225880	52648698	2365	14	2	
22	2137560000	2	6619151	312552	1593	14	2	
22	2139165444	2	6095723	50310231	1593	2	1	
22	2212399000	1	416838	11834283	1593	6		
22	2212408000	2	416838	11834283	1593	6	2	
22	2212724000	1	416838	11834283	1593	6		
22	3858784423	2	2118325	14957858	1127	14	1	
22	3858785423	3	2118325	14957858	1127	14	1	
22	4030844000	1	1346587	51123710	721	2		
22	4088342000	2	5457465	31246834	1300	19	2	
22	4443747000	2	5302224	26999804	1946	14	2	
22	5211278000	1	5832781	17602824	1946	9		
22	5211291000	2	5832781	17602824	1946	9	5	
22	5216755000	2	3572629	10998247	2199	14	2	
22	5238680000	2	3062431	17070938	42	2	5	
22	5248764000	1	697759	3702243	1788	9		
22	5249217000	1	5341825	3702243	1788	9		
22	5249284000	1	5341825	3702243	1788	9		
22	5249537000	2	7247414	3702243	1788	9	2	
22	5334906000	2	6892578	45097867	1788	14	2	
22	5335008000	1	6892578	45097867	1788	14		
22	5418617611	3	6663805	19051726	1816	9	1	
22	5469915000	3	6225880	52648698	2365	19	2	
22	5670462000	2	7093479	5378592	2365	2	2	
22	5904029000	1	767846	38077159	1946	2		
23	157405000	2	7111600	12040607	2582	9	5	
23	157408469	2	7111600	12040607	2582	9	4	
23	7658704962	2	5559544	28317030	547	9	4	
23	7658738532	2	5559544	15993492	547	9	4	
24	815371977	2	6061678	51538654	297	14	4	
24	817790767	2	6061678	36871251	297	14	4	
24	817791592	2	6061678	36871251	297	14	4	
24	817791932	2	6061678	36871251	297	14	4	
24	2572409326	2	1440679	4879231	432	14	4	
24	2975676952	2	7012652	46553097	297	2	1	
24	3668671000	2	4141814	33339370	297	9	5	
24	5853525859	2	2480690	33339370	297	9	4	
25	317750276	0	1533029	17679963	1240	9		
25	317758535	2	1533029	17679963	1240	9	4	
25	317783046	2	3112882	4037395	1240	9	0	
25	406611481	2	6219406	32870017	1240	2	0	
25	406861000	1	6219406	32870017	1240	2		
25	919770000	1	5814667	17679963	1240	14		
25	1976805973	2	2273715	1198010	1240	14	4	
25	2890031000	1	1502688	17679963	1240	2		
25	4195269576	2	2879915	17679963	1240	9	0	
25	4195687692	2	2879915	17679963	1240	9	4	
25	4195693624	2	2879915	17679963	1240	9	4	
25	4198045035	2	2879915	42398093	353	9	4	
25	4979905659	2	304130	32870017	1240	2	4	
25	5866558911	2	6406572	48953888	1240	9	4	
25	6904922025	2	4422322	371209	1240	9	4	
25	6904932453	3	4422322	371209	1240	9	0	
25	7752570496	2	2317277	32870017	1240	14	0	
26	27257782	2	3187172	48574564	359	0	4	
26	38258000	1	3808031	39510795	359	6		
26	132756000	1	3187172	25286182	359	14		
26	926312000	1	1745809	14292727	359	9		
26	1184866109	2	419058	48574564	359	14	4	
26	1411857000	1	1007911	48574564	359	20		
26	2936086000	2	223525	48574564	359	20	2	
26	2936254891	2	223525	48574564	359	20	4	
26	2936327344	2	2026922	14245992	359	20	4	
26	2936771955	2	702526	14245992	359	20	4	
26	2936781458	2	223525	49623056	359	20	4	
26	2960431000	1	223525	48574564	359	20		
26	2960435669	2	223525	48574564	359	20	4	
26	2964111000	1	263877	14245992	359	9		
26	4130383047	2	4374951	48574564	359	9	4	
26	4130389000	2	4374951	48574564	359	9	2	
26	4654938000	1	3808031	48574564	359	9		
26	4655332417	2	4977011	48574564	359	9	4	
26	4656052000	1	458599	48574564	359	9		
26	4656339000	1	2145345	48574564	359	9		
26	4656693816	2	3609301	48574564	359	9	4	
26	5403352000	2	5921163	48574564	359	14	2	
26	5403436000	2	4977011	2807044	359	14	2	
26	5403444521	2	4977011	2807044	359	14	1	
26	5476976000	1	4977011	2807044	359	9		
26	5476981015	2	4977011	2807044	359	9	1	
26	5478980000	1	702526	545486	359	9		
26	5478982714	2	702526	545486	359	9	4	
26	5479798000	1	693763	545486	359	9		
26	5479805000	2	693763	545486	359	20	2	
26	5479824000	2	693763	545486	359	20	5	
26	5651494000	2	5485783	48574564	359	9	2	
26	5670809144	2	5485783	2175732	2590	9	1	
26	5670810144	3	5485783	2175732	2590	9	1	
26	5683424095	2	6071514	48574564	359	9	4	
26	5683436762	2	6071514	48574564	359	9	4	
26	5683453484	2	4977011	48574564	359	9	4	
26	5684883729	2	6071514	48574564	359	9	4	
26	5684949985	2	3808031	48574564	359	9	4	
26	5689418776	2	693763	545486	359	9	4	
26	6003283000	1	419058	48574564	359	9		
26	6011010000	1	5485783	48574564	359	9		
26	7373390000	2	419058	36249994	359	9	2	
26	7549828000	1	685496	48574564	359	14		
27	32840000	2	3299452	7989426	836	2	2	
27	32847000	3	5309449	7989426	836	2	2	
27	1274710000	2	3250001	43990313	1950	14	2	
27	1275166000	2	3250001	43990313	1950	14	5	
27	2132828000	2	3925371	3650504	2166	14	2	
27	2133028000	3	3925371	3650504	2166	14	2	
27	2135884568	2	3925371	42134777	1752	2	1	
27	2135885568	3	3925371	42134777	1752	2	1	
27	2147345000	2	5309449	42134777	1752	9	2	
27	2149478107	2	5309449	28520651	1950	9	1	
27	2149481000	2	5309449	28520651	1950	9	2	
27	2149499524	2	5309449	28520651	1950	9	0	
27	2149579000	2	5309449	33217612	1950	9	2	
27	3490589000	1	480354	43990313	1950	14		
27	3784481000	2	3639046	43990313	1950	9	2	
27	3784498000	2	2089325	17724805	1370	9	2	
27	3787754568	2	3639046	46569177	1950	9	4	
27	3788389291	2	3639046	24042976	1950	9	4	
27	3789229843	2	3639046	27796246	1370	9	4	
27	3789230843	3	3639046	27796246	1370	9	4	
27	3955774000	2	2089325	43990313	1950	9	2	
